Reporting_Airline,Origin,Dest,origin_windy,dest_windy,origin_rain,dest_rain,total_flights,total_delayed_flights,total_weather_delayed_flights,total_dep_delay,total_arr_delay,total_weather_delay
OO,SBP,PDX,0,0,1,1,2,2,0,74.0,91.0,0.0
AA,MCO,DFW,1,0,1,1,1,1,1,398.0,437.0,6.0
F9,PHL,MCO,0,0,0,1,4,2,0,85.0,84.0,0.0
AS,SEA,SBA,0,1,1,0,2,0,0,0.0,-21.0,
OO,ASE,SFO,0,1,0,1,1,1,0,93.0,93.0,0.0
WN,DAL,ORF,0,1,1,0,3,3,0,139.0,186.0,0.0
G4,PSM,SFB,0,0,0,1,2,1,0,35.0,19.0,0.0
DL,DTW,ORF,0,0,1,0,1,1,0,0.0,28.0,0.0
OO,ORD,DCA,0,0,1,0,1,0,0,-3.0,-1.0,
UA,EYW,EWR,0,0,1,1,1,0,0,0.0,-14.0,
G4,HOU,TYS,0,1,0,1,1,0,0,-5.0,-20.0,
OH,ABE,CLT,1,1,0,0,1,1,0,4.0,11.0,
AA,LAX,EGE,0,1,0,1,1,0,0,-7.0,-12.0,
MQ,ECP,CLT,0,0,1,0,1,1,0,8.0,3.0,
WN,LGB,HOU,0,1,1,1,1,1,0,11.0,26.0,0.0
AA,AUS,LAS,0,0,1,0,3,1,0,92.0,137.0,0.0
UA,IAH,SFO,0,0,1,1,5,3,0,153.0,126.0,0.0
UA,PHX,IAH,0,0,1,1,4,1,0,-20.0,-3.0,
WN,OKC,PHX,0,0,0,1,4,1,0,18.0,-37.0,0.0
YX,HSV,DCA,1,0,0,0,3,0,0,-15.0,-47.0,
AA,DFW,SJC,0,0,1,1,2,1,0,21.0,0.0,
YX,CLE,BOS,0,1,0,1,6,1,1,15.0,-34.0,17.0
NK,DTW,FLL,0,0,1,0,17,7,0,471.0,374.0,0.0
WN,DCA,MSY,0,0,0,1,6,5,0,62.0,59.0,0.0
DL,ORD,ATL,1,1,0,0,2,1,0,-13.0,9.0,0.0
OH,DCA,CAK,0,0,1,1,2,2,0,141.0,133.0,0.0
DL,PDX,LAX,0,1,0,0,4,0,0,-24.0,-42.0,
UA,LAX,IAH,1,1,1,0,4,4,0,137.0,80.0,0.0
OO,TVC,ORD,0,1,1,1,2,2,0,27.0,63.0,0.0
NK,LAX,PIT,1,0,1,0,1,0,0,0.0,-1.0,
WN,LGB,DAL,0,1,1,0,3,1,0,79.0,19.0,0.0
UA,LAS,DEN,0,1,0,0,2,0,0,-9.0,-31.0,
B6,BDL,MCO,1,0,0,0,1,0,0,-2.0,-5.0,
F9,BDL,MCO,0,0,1,0,9,5,0,1431.0,1334.0,0.0
UA,IND,SFO,0,1,0,1,2,1,0,-12.0,-9.0,
AA,CLT,CVG,0,1,0,0,9,4,1,54.0,7.0,18.0
DL,LAX,SFO,1,0,0,1,1,1,0,-2.0,22.0,0.0
MQ,MIA,HPN,0,0,1,0,3,3,0,71.0,90.0,0.0
G4,PGD,RFD,0,1,1,0,1,1,0,26.0,8.0,
OO,MEM,DTW,0,1,0,0,6,2,0,48.0,12.0,0.0
OO,ORD,CAK,1,0,0,1,2,0,0,-16.0,-29.0,
F9,TTN,RSW,0,0,1,1,1,1,0,596.0,575.0,0.0
AS,DCA,SFO,0,0,1,0,5,2,0,64.0,-70.0,0.0
WN,BNA,STL,0,1,1,0,4,0,0,1.0,-33.0,
UA,DEN,COS,0,1,1,1,1,0,0,-7.0,-7.0,
OO,ORD,PNS,1,1,0,1,1,0,0,-7.0,-7.0,
OO,CDC,SLC,0,1,0,0,3,1,0,-26.0,-15.0,0.0
F9,ATL,PHL,0,1,1,0,4,2,0,45.0,9.0,0.0
NK,TPA,PIT,0,1,0,0,7,3,0,-25.0,1.0,0.0
9E,CVG,AUS,1,1,1,0,1,0,0,-8.0,0.0,
G4,PGD,TVC,0,1,0,0,4,1,0,-24.0,-38.0,
UA,ORD,SNA,0,0,1,1,1,1,0,99.0,94.0,0.0
AS,LAX,EWR,1,1,1,0,1,0,0,-5.0,-27.0,
G4,PIT,MLB,0,0,0,0,4,1,0,-11.0,-9.0,0.0
OH,DCA,CAK,0,0,0,1,2,1,0,66.0,32.0,0.0
OH,DCA,DTW,0,1,1,1,2,0,0,-18.0,-44.0,
AA,LGA,DTW,0,0,1,0,5,2,0,37.0,-13.0,0.0
AA,DTW,CLT,1,1,0,1,1,0,0,-10.0,-8.0,
9E,ALB,DTW,1,0,1,0,1,1,0,115.0,112.0,0.0
G4,CVG,FLL,1,0,1,0,2,1,0,33.0,51.0,0.0
WN,BWI,DAL,1,1,0,0,2,2,0,44.0,41.0,0.0
WN,OGG,LAX,0,1,1,0,2,1,0,103.0,20.0,0.0
MQ,DFW,HSV,1,1,1,0,3,3,0,53.0,94.0,0.0
DL,SJU,BOS,1,0,1,0,1,1,0,23.0,32.0,0.0
WN,ORD,AUS,1,0,0,0,3,1,0,36.0,-4.0,0.0
B6,BOS,SLC,0,1,1,0,4,1,1,29.0,-24.0,25.0
MQ,AUS,MSY,1,0,0,0,4,1,0,23.0,0.0,0.0
MQ,ATL,DFW,0,0,0,1,2,2,0,92.0,76.0,0.0
WN,STL,SJU,0,0,0,1,2,0,0,-9.0,-28.0,
MQ,ORD,AVP,0,1,0,1,1,0,0,-2.0,-11.0,
NK,BOS,ORF,0,0,1,1,1,1,0,11.0,10.0,
G4,AUS,IAD,0,0,1,0,3,2,0,100.0,70.0,0.0
WN,SAN,MCI,0,0,0,1,2,1,0,7.0,73.0,0.0
YX,GRR,ORD,0,0,0,1,9,3,0,-60.0,-54.0,0.0
NK,PHL,FLL,0,1,0,1,3,1,0,-8.0,-6.0,
YX,BNA,BOS,0,0,0,1,3,1,0,-23.0,-30.0,
F9,MCO,CLE,1,0,1,0,6,3,0,131.0,70.0,0.0
HA,OGG,LIH,1,0,0,1,1,1,0,-6.0,3.0,
9E,LGA,MYR,1,1,1,1,1,0,0,-14.0,-6.0,
G4,MDT,PIE,1,0,1,0,1,0,0,-10.0,-8.0,
F9,DEN,CID,0,0,0,1,1,0,0,1.0,-19.0,
YX,MIA,CVG,0,0,1,0,1,0,0,163.0,,
DL,AUS,MCO,0,0,0,1,4,2,0,379.0,373.0,0.0
WN,MAF,HOU,0,0,1,1,3,1,0,-8.0,-13.0,
OO,DTW,SYR,0,1,0,1,2,0,0,-7.0,-28.0,
OH,MYR,PHL,0,1,1,0,3,2,0,0.0,-31.0,
WN,BWI,SAN,1,0,0,0,5,2,0,26.0,3.0,
MQ,DCA,SYR,0,0,1,0,4,3,0,36.0,44.0,0.0
AS,SAN,LIH,0,0,0,1,2,1,0,-15.0,-10.0,
DL,SEA,OGG,0,0,1,1,4,2,0,149.0,80.0,0.0
G4,BNA,ALB,0,0,0,1,1,0,0,-9.0,-26.0,
G4,FSD,PGD,0,0,0,0,2,1,0,4.0,1.0,
DL,DEN,MSP,0,0,1,1,1,0,0,11.0,-7.0,
OO,LBL,DEN,0,1,0,1,1,0,0,-9.0,-15.0,
OO,BWI,DTW,0,0,0,0,1,0,0,-5.0,-7.0,
OO,SEA,SJC,1,0,0,1,1,0,0,-5.0,-36.0,
B6,MSY,BOS,1,1,1,0,1,0,0,0.0,-2.0,
AS,JNU,YAK,0,1,0,0,1,0,0,-15.0,-17.0,
DL,DTW,LGA,1,0,0,1,3,2,0,86.0,76.0,0.0
WN,AUS,BWI,1,1,0,0,1,1,0,19.0,7.0,
NK,DTW,BOS,1,1,0,0,1,0,0,-3.0,-7.0,
WN,OGG,PHX,0,0,1,1,1,1,0,-7.0,10.0,
DL,TPA,SEA,0,0,1,1,4,0,0,0.0,-72.0,
DL,ATL,ILM,0,1,0,1,2,1,0,12.0,-3.0,
G4,MLI,PIE,1,1,1,0,1,0,0,-13.0,-9.0,
B6,RIC,BOS,1,0,0,1,2,1,0,-8.0,-8.0,0.0
OH,OMA,CLT,0,0,0,1,1,0,0,-12.0,-5.0,
OO,EAU,ORD,0,0,1,1,2,0,0,-18.0,-34.0,
AS,SMF,SEA,1,0,0,1,1,1,0,30.0,32.0,0.0
9E,CVG,MSP,1,0,0,1,1,0,0,-6.0,-19.0,
AS,STL,SEA,0,1,0,1,2,1,0,-12.0,-34.0,
F9,MSP,MCO,0,0,0,1,1,1,0,72.0,129.0,0.0
YX,DTW,PIT,0,0,1,0,4,3,0,-13.0,18.0,0.0
G4,DAY,SFB,0,0,1,1,1,0,0,-22.0,-33.0,
DL,FLL,JFK,0,0,1,1,2,1,0,213.0,279.0,0.0
AA,PHL,SAN,1,1,0,0,1,0,0,-3.0,-11.0,
WN,GSP,ATL,0,1,1,1,2,2,0,89.0,82.0,0.0
B6,BNA,FLL,0,1,1,0,4,1,0,-16.0,-36.0,
OO,ICT,IAH,1,1,1,0,2,1,0,14.0,-3.0,0.0
DL,CLT,MSP,0,1,1,1,6,4,0,263.0,211.0,0.0
WN,ATL,MSY,0,0,1,1,5,2,0,94.0,85.0,0.0
DL,JFK,TPA,0,1,0,0,6,3,0,65.0,31.0,0.0
OH,FAY,DFW,0,1,0,0,3,2,2,363.0,312.0,338.0
UA,ORD,DFW,0,0,1,1,3,1,0,-8.0,8.0,
AA,PHX,MSY,0,0,0,0,1,1,0,-3.0,10.0,
WN,ABQ,PHX,0,0,0,1,1,0,0,-1.0,-15.0,
DL,LAX,JFK,0,0,1,1,2,2,0,1.0,26.0,0.0
WN,MCI,LGA,0,0,1,1,3,0,0,-2.0,-51.0,
DL,BDL,DTW,0,0,1,1,5,0,0,-42.0,-102.0,
G4,GRR,FLL,1,0,1,0,2,1,0,-12.0,17.0,0.0
OO,ORD,CID,1,1,1,0,4,2,0,162.0,136.0,0.0
G4,PIE,IAG,1,1,0,0,2,0,0,-13.0,-44.0,
F9,MCO,PHL,0,1,1,1,2,0,0,10.0,-19.0,
MQ,BOI,PHX,0,1,0,0,1,1,0,13.0,12.0,
AA,FLL,PHL,1,0,0,0,6,1,0,-32.0,-56.0,
UA,IAD,DFW,0,1,1,1,1,1,0,39.0,36.0,0.0
WN,SAT,MDW,0,1,0,1,3,0,0,-19.0,-49.0,
OO,IAH,AMA,0,1,1,0,1,0,0,-7.0,-14.0,
OH,PNS,DCA,1,1,1,0,2,0,0,-4.0,-33.0,
WN,OAK,RNO,1,0,1,0,3,1,0,-2.0,-16.0,
G4,PBI,IND,0,0,0,0,2,0,0,-9.0,-25.0,
DL,TYS,ATL,1,1,1,0,1,0,0,10.0,-10.0,
YX,JFK,RDU,1,1,0,0,6,2,0,29.0,5.0,0.0
OO,SJC,SLC,1,0,1,0,2,0,0,-10.0,-18.0,
DL,TPA,BOS,0,1,1,0,9,4,0,495.0,375.0,0.0
NK,LAX,SLC,0,0,1,1,1,0,0,-10.0,-19.0,
AA,SRQ,DCA,0,1,0,1,4,2,0,-8.0,-29.0,0.0
OO,ORD,LIT,1,0,1,1,2,1,0,67.0,59.0,0.0
WN,PIT,MDW,1,1,0,0,2,0,0,-11.0,-38.0,
G4,CVG,PGD,0,0,0,1,2,0,0,-7.0,-23.0,
WN,TUS,MDW,0,0,0,1,1,0,0,-2.0,-22.0,
DL,DTW,RIC,0,0,1,0,5,2,0,73.0,78.0,0.0
MQ,TLH,MIA,0,1,1,0,10,4,1,54.0,90.0,9.0
YX,ORD,DTW,1,0,0,0,2,1,0,76.0,73.0,0.0
MQ,ORD,RST,0,1,0,0,1,0,0,-1.0,-2.0,
F9,MIA,CVG,0,1,1,0,2,2,0,87.0,35.0,0.0
WN,PBI,ISP,1,1,0,1,1,1,0,66.0,37.0,0.0
WN,RNO,LGB,0,0,1,1,4,3,0,4.0,49.0,0.0
NK,DTW,LAS,1,0,0,0,5,1,0,-29.0,-96.0,
DL,ORD,BOS,1,0,1,1,2,2,1,344.0,397.0,3.0
AA,CLT,IAH,1,0,1,0,9,6,5,412.0,303.0,111.0
OO,MSP,DEN,0,0,0,0,1,0,0,-1.0,-3.0,
9E,ATL,AEX,0,0,0,1,7,3,0,-34.0,3.0,0.0
DL,MCO,RDU,1,1,0,0,2,2,0,103.0,159.0,0.0
WN,PIT,RSW,0,1,1,1,1,1,0,48.0,57.0,0.0
WN,MCI,SAT,1,0,1,1,3,1,0,79.0,78.0,0.0
DL,MSP,MKE,1,0,0,1,1,0,0,-6.0,-14.0,
OO,DEN,OKC,1,1,0,0,1,1,0,21.0,9.0,
OO,GFK,MSP,1,1,0,0,1,0,0,-8.0,-15.0,
AA,STL,PHX,1,1,0,0,1,0,0,-11.0,-2.0,
DL,DTW,SEA,1,1,1,0,3,1,0,18.0,-33.0,0.0
MQ,DCA,ATL,0,0,0,0,1,1,0,62.0,34.0,0.0
OO,MSP,DEN,0,1,0,0,1,0,0,-4.0,-7.0,
WN,DAL,ORF,1,1,1,0,1,1,0,17.0,20.0,0.0
OO,SEA,SFO,1,1,0,0,4,2,1,51.0,91.0,4.0
DL,BDL,MSP,1,0,1,1,1,0,0,-3.0,-20.0,
WN,BNA,CHS,0,1,0,0,5,2,0,222.0,184.0,0.0
9E,LGA,PIT,1,0,0,0,1,1,0,208.0,196.0,0.0
B6,SYR,BOS,0,1,0,0,3,0,0,-20.0,-55.0,
WN,ABQ,MCO,0,0,1,0,2,1,0,10.0,-6.0,
WN,COS,HOU,1,0,0,0,1,1,0,59.0,61.0,0.0
G4,MYR,FWA,0,0,1,0,2,0,0,-3.0,-17.0,
YX,CLT,LIT,0,0,1,0,1,1,0,15.0,15.0,0.0
G4,SFB,HTS,1,0,0,0,1,0,0,-4.0,-5.0,
F9,BWI,ATL,1,0,1,0,6,5,0,170.0,310.0,0.0
YX,LGA,CAE,0,1,1,1,1,1,0,21.0,48.0,0.0
UA,SFO,RNO,1,0,0,0,8,3,0,148.0,140.0,0.0
YX,PHL,SRQ,1,1,0,0,1,1,0,-2.0,48.0,0.0
AS,SEA,BOI,0,1,0,1,2,2,0,32.0,23.0,0.0
G4,HOU,PVU,0,1,0,0,2,1,0,-8.0,-8.0,
AA,DCA,PBI,1,0,0,0,1,0,0,-4.0,-10.0,
OO,DTW,PVD,0,1,0,0,3,1,0,9.0,-3.0,
OO,DEN,DIK,0,0,1,0,3,2,0,109.0,107.0,0.0
WN,SJC,MDW,0,0,0,1,5,3,0,28.0,12.0,0.0
WN,BHM,BWI,0,0,0,1,3,0,0,4.0,-18.0,
B6,CHS,BOS,0,1,0,1,2,0,0,-4.0,-8.0,
MQ,OMA,ORD,0,1,1,0,3,2,0,9.0,68.0,0.0
AA,CLT,MSP,0,1,0,1,6,2,0,75.0,4.0,0.0
AA,CLT,MKE,0,1,0,1,1,0,0,-7.0,-25.0,
OO,DEN,LNK,0,0,1,0,2,2,1,66.0,153.0,10.0
DL,GEG,SEA,0,1,0,1,4,1,0,837.0,796.0,0.0
OO,SEA,MFR,1,0,0,1,2,0,0,-16.0,-30.0,
WN,MKE,LAS,1,1,1,0,4,1,0,60.0,5.0,0.0
OO,DTW,PLN,1,0,1,1,2,0,0,-9.0,-23.0,
UA,PHL,SFO,1,0,0,0,1,1,0,1.0,2.0,
DL,MCO,SEA,0,0,1,1,3,0,0,-8.0,-56.0,
DL,ATL,GSO,1,1,1,1,2,1,0,95.0,82.0,0.0
MQ,ROC,ORD,0,1,1,1,1,0,0,-4.0,-21.0,
WN,MCO,ORF,0,1,1,1,1,0,0,-7.0,-20.0,
G4,PGD,TOL,0,1,1,1,1,0,0,-2.0,-16.0,
G4,FAR,BNA,0,0,0,1,2,0,0,-45.0,-64.0,
B6,RNO,JFK,1,0,0,0,1,1,0,14.0,34.0,0.0
MQ,DFW,SAT,1,0,0,0,1,1,0,26.0,19.0,0.0
OO,PSC,SLC,0,1,1,1,2,1,0,7.0,-16.0,
DL,ATL,GNV,0,0,1,1,6,0,0,-11.0,-29.0,
MQ,AUS,IND,0,0,0,1,1,0,0,-6.0,0.0,
YX,DTW,PIT,0,0,0,1,2,1,0,-5.0,-15.0,
NK,FLL,ACY,0,1,0,0,1,0,0,-5.0,-21.0,
WN,BUF,LAS,0,1,1,0,4,1,0,19.0,-15.0,
AA,RIC,CLT,1,1,1,1,5,3,0,222.0,204.0,0.0
MQ,EYW,ORD,1,0,0,1,1,1,0,254.0,229.0,0.0
OO,SLC,ABQ,0,1,1,0,3,0,0,-8.0,-36.0,
AA,CLT,TYS,1,0,1,1,2,1,0,195.0,195.0,0.0
YX,LGA,MSN,0,1,0,0,1,0,0,-7.0,-19.0,
AS,MIA,PDX,0,1,0,1,1,1,0,58.0,89.0,0.0
WN,OAK,GEG,0,0,1,1,1,1,0,9.0,2.0,
AA,PHX,ATL,0,0,0,0,3,3,0,156.0,164.0,0.0
B6,BNA,FLL,1,1,1,0,1,1,0,179.0,171.0,0.0
WN,PNS,HOU,1,0,0,0,1,1,0,38.0,31.0,0.0
AA,ORD,ABQ,0,0,1,1,2,0,0,-14.0,-25.0,
9E,LAN,DTW,0,0,0,1,3,0,0,-22.0,-38.0,
MQ,ORD,GRR,0,0,1,1,5,3,0,31.0,41.0,0.0
YX,LIT,MIA,0,0,1,0,3,2,0,122.0,137.0,0.0
UA,ORD,PDX,0,1,0,1,6,3,0,-1.0,-12.0,
DL,CMH,ATL,1,1,1,0,3,0,0,-4.0,-55.0,
YX,ORH,JFK,0,1,0,1,3,2,0,25.0,73.0,0.0
AA,MCI,PHX,0,1,0,0,3,1,0,12.0,-40.0,
G4,MDT,SRQ,0,1,0,0,2,1,0,11.0,-29.0,
OO,SFO,RNO,0,0,0,1,6,4,0,-8.0,2.0,
OO,SFO,EGE,0,0,0,1,4,2,0,40.0,-26.0,
WN,LAS,SDF,0,0,1,0,2,2,0,73.0,71.0,0.0
NK,LAX,CLT,0,1,1,0,1,0,0,-7.0,-26.0,
OO,SAN,LAX,0,1,1,0,1,0,0,-6.0,-5.0,
MQ,DFW,CMI,0,0,1,0,12,6,3,746.0,706.0,155.0
DL,ATL,GEG,0,0,1,1,3,1,0,-9.0,-40.0,
UA,CLT,IAD,1,0,1,0,3,2,0,-22.0,-2.0,
DL,SMF,SEA,0,0,1,0,3,0,0,-9.0,-71.0,
B6,JFK,ONT,1,1,1,1,2,0,0,-5.0,-74.0,
OO,HYS,SLN,0,1,1,0,2,1,0,-8.0,4.0,
OO,BOI,GEG,0,1,1,0,2,1,0,-18.0,12.0,0.0
YX,CVG,BOS,1,0,0,1,3,2,0,-13.0,27.0,0.0
G4,PGD,PIA,1,0,1,0,1,0,0,-2.0,-22.0,
YX,MYR,EWR,1,1,1,0,2,0,0,-13.0,-23.0,
OO,HSV,ORD,1,0,1,0,2,0,0,-2.0,-11.0,
B6,BOS,LAS,1,1,1,0,1,1,0,41.0,50.0,0.0
WN,EUG,BUR,0,0,1,0,12,6,0,95.0,40.0,0.0
YX,DTW,ORD,1,1,1,1,1,0,0,-4.0,-13.0,
DL,MSP,MCI,1,1,0,0,1,0,0,-2.0,-15.0,
YX,EWR,BUF,0,1,0,1,2,0,0,-12.0,-31.0,
OO,AUS,RDU,1,0,1,0,3,3,1,276.0,291.0,14.0
B6,LAX,EWR,1,1,0,1,1,0,0,-7.0,-24.0,
B6,JAX,JFK,1,1,0,1,1,1,0,61.0,46.0,0.0
UA,IAH,CHS,0,1,0,1,3,2,0,1.0,21.0,0.0
MQ,ABI,DFW,1,0,1,1,1,1,0,-5.0,16.0,0.0
G4,LCK,PIE,0,0,1,0,4,1,0,-6.0,-32.0,0.0
UA,XNA,IAH,0,0,0,0,1,0,0,-1.0,-1.0,
UA,EWR,DFW,0,0,0,1,4,2,0,-2.0,21.0,0.0
WN,DAL,PIT,0,0,1,1,2,1,0,115.0,115.0,0.0
WN,DSM,DEN,0,1,1,0,5,4,0,199.0,249.0,0.0
OO,MSP,ICT,0,1,1,0,2,2,2,151.0,149.0,147.0
OO,COS,DFW,1,0,0,0,2,1,0,-19.0,-19.0,
WN,TUL,MCO,0,0,0,0,5,1,0,1.0,-64.0,
OO,BTR,ATL,0,1,0,0,1,0,0,-5.0,-6.0,
YX,ORF,EWR,0,1,1,0,1,0,0,-5.0,-21.0,
OH,MYR,CLT,1,0,0,1,5,5,0,289.0,419.0,0.0
DL,MIA,MCO,0,1,0,0,3,0,0,-21.0,-42.0,
OH,MHT,CLT,0,1,0,1,3,1,0,-25.0,-20.0,
AA,PHL,JAX,0,0,1,1,3,2,1,272.0,410.0,173.0
G4,LCK,MYR,0,1,0,1,1,1,0,7.0,9.0,
WN,SEA,DAL,0,1,1,0,1,1,0,50.0,41.0,0.0
WN,IND,LAS,0,0,1,1,1,1,0,3.0,8.0,
AS,OGG,LAX,0,0,1,0,1,0,0,6.0,-18.0,
WN,BNA,SAV,0,1,0,0,2,0,0,-5.0,-20.0,
NK,BOS,ORF,0,0,0,1,3,1,0,-1.0,-23.0,
OO,DEN,BFL,0,0,1,0,8,4,0,71.0,70.0,0.0
F9,ATL,PHX,1,0,0,0,1,1,0,16.0,9.0,
AA,PHL,JAX,0,0,0,1,1,0,0,2.0,-7.0,
YX,BTV,EWR,0,1,1,0,6,2,0,304.0,179.0,0.0
AA,AUS,PHX,1,1,0,0,1,1,0,20.0,21.0,0.0
OO,RDD,SEA,0,0,0,1,5,3,0,23.0,9.0,0.0
MQ,DFW,MSN,1,1,0,1,1,1,1,47.0,62.0,3.0
MQ,FWA,DFW,0,1,0,1,4,3,0,371.0,434.0,0.0
YX,DCA,LGA,1,0,0,1,2,1,0,-10.0,-24.0,
MQ,SLC,PHX,1,0,1,0,1,0,0,1.0,-17.0,
OH,CLT,CVG,0,1,0,1,3,1,0,-16.0,-21.0,
YX,PVD,ORD,1,1,1,1,2,1,1,216.0,197.0,5.0
WN,ALB,TPA,1,0,0,0,1,0,0,3.0,-19.0,
OO,SLC,HLN,0,0,1,1,2,1,0,-7.0,-11.0,
OO,DEN,SGF,1,0,1,0,5,4,0,286.0,390.0,0.0
WN,BWI,RSW,0,0,1,1,2,2,0,12.0,31.0,0.0
UA,TYS,DEN,1,0,0,0,1,0,0,-4.0,-17.0,
AA,PHL,SLC,0,0,1,0,3,1,0,167.0,107.0,0.0
UA,JAC,IAH,0,1,1,1,1,1,0,84.0,152.0,0.0
G4,EYW,PIE,0,0,1,0,1,1,0,25.0,42.0,0.0
AA,ORD,EGE,1,0,0,1,1,1,0,29.0,51.0,0.0
YX,MSY,ORD,0,1,0,0,2,0,0,-10.0,-12.0,
NK,PBI,ACY,1,1,0,0,3,2,0,43.0,45.0,0.0
OO,IAH,XNA,0,0,1,0,1,0,0,-2.0,-16.0,
G4,TUL,LAX,0,0,1,0,6,1,0,87.0,7.0,0.0
OO,ABQ,SFO,0,0,1,0,4,3,1,61.0,7.0,3.0
MQ,DFW,SHV,0,1,0,1,3,1,0,7.0,-10.0,
WN,HNL,PHX,0,0,1,0,5,1,0,8.0,-17.0,
DL,CVG,ATL,1,1,1,1,3,0,0,-4.0,-18.0,
NK,BOS,LAS,0,0,0,0,2,1,0,3.0,26.0,0.0
HA,OGG,SEA,1,1,1,0,1,1,0,35.0,35.0,0.0
B6,SAN,BOS,0,0,0,1,7,6,0,327.0,338.0,0.0
WN,SLC,SJC,1,0,1,0,1,1,0,51.0,66.0,0.0
OO,TYR,DFW,0,0,1,1,12,7,3,784.0,772.0,278.0
DL,JFK,BOS,0,0,0,1,3,3,0,81.0,47.0,0.0
WN,AUS,LBB,0,0,0,1,1,1,0,26.0,12.0,
WN,FLL,AUS,0,0,0,1,1,1,0,2.0,3.0,
WN,ICT,DEN,1,0,1,0,6,1,0,-5.0,60.0,0.0
WN,DAL,VPS,1,0,0,0,7,3,0,-22.0,56.0,0.0
WN,DAL,MCO,1,1,1,0,6,6,0,128.0,143.0,0.0
NK,CLT,DFW,0,1,1,0,4,4,0,9.0,19.0,
MQ,DFW,MHK,1,1,0,1,2,1,0,21.0,-11.0,
UA,DEN,SAN,1,0,0,0,5,3,1,750.0,658.0,626.0
WN,VPS,HOU,0,1,0,0,4,1,0,4.0,-37.0,
OO,DFW,GPT,0,0,0,1,3,2,0,17.0,-7.0,
AS,EWR,PDX,0,1,1,1,2,1,0,89.0,34.0,0.0
UA,JAX,DEN,1,0,0,0,4,3,0,102.0,9.0,
WN,ISP,FLL,0,1,0,0,1,0,0,-6.0,-8.0,
OH,DCA,MSY,0,0,1,1,4,3,0,95.0,60.0,0.0
YX,LGA,IND,0,1,0,0,5,1,0,-40.0,-49.0,
OO,ORD,SDF,1,0,0,0,1,1,0,169.0,147.0,0.0
NK,CMH,FLL,1,0,0,0,1,0,0,-2.0,-13.0,
AA,RIC,DFW,1,1,1,0,1,0,0,-9.0,-11.0,
B6,BOS,MKE,1,1,0,0,2,0,0,34.0,-10.0,
B6,BOS,SLC,1,0,0,0,1,1,0,72.0,63.0,0.0
F9,MCO,MSP,0,0,1,1,1,0,0,16.0,-13.0,
UA,SRQ,ORD,0,0,1,1,2,0,0,-13.0,-51.0,
G4,ABE,SRQ,0,1,1,0,2,0,0,-9.0,-16.0,
B6,PVD,PBI,1,1,0,0,1,0,0,-7.0,-6.0,
WN,ISP,MCO,0,0,1,1,4,3,0,3.0,58.0,0.0
WN,AUS,BWI,1,0,0,1,1,0,0,-1.0,-20.0,
OO,MSP,ATW,0,1,1,1,4,2,0,166.0,149.0,0.0
YX,LGA,CLT,0,1,1,0,2,1,0,6.0,-2.0,0.0
AA,MCO,DCA,0,1,0,1,6,3,0,1094.0,1110.0,0.0
MQ,TUS,PHX,0,0,0,0,3,0,0,-18.0,-24.0,
F9,MCO,CLT,1,1,0,0,1,1,0,29.0,14.0,
OO,ORD,ECP,1,1,0,1,1,1,0,-6.0,34.0,0.0
OH,PVD,PHL,1,1,1,1,2,1,1,27.0,23.0,28.0
G4,BWI,SAV,0,0,0,0,1,0,0,-5.0,-7.0,
MQ,GJT,PHX,0,0,0,0,5,2,1,40.0,-4.0,8.0
OO,MSP,MDW,1,0,1,1,2,2,0,25.0,23.0,0.0
B6,LGA,ATL,0,1,0,0,4,2,0,126.0,85.0,0.0
YX,BOS,IND,1,0,0,1,4,1,0,26.0,-53.0,0.0
OO,FSD,DEN,1,1,1,0,3,1,1,190.0,134.0,179.0
WN,HOU,LGA,1,0,0,1,1,0,0,0.0,-28.0,
OO,SUX,ORD,1,0,1,0,3,2,0,272.0,262.0,0.0
OH,MYR,DCA,1,0,0,0,1,0,0,-10.0,-29.0,
OO,DEN,PRC,1,0,1,0,2,2,1,68.0,78.0,49.0
OO,ORD,ABQ,0,0,1,0,6,3,0,-3.0,17.0,0.0
WN,MCI,ECP,1,1,0,0,1,1,0,18.0,12.0,
AA,DFW,GSO,1,1,1,0,1,1,0,-2.0,1.0,
WN,BWI,SYR,1,1,1,0,3,3,0,277.0,236.0,0.0
AA,CLT,AVP,0,0,1,1,7,4,1,225.0,207.0,27.0
F9,ORF,DEN,0,1,1,0,1,1,0,23.0,15.0,0.0
NK,STL,FLL,0,1,1,0,1,0,0,-7.0,-12.0,
NK,CLT,TPA,0,1,1,0,1,1,0,29.0,30.0,0.0
MQ,BOS,ORD,1,1,1,0,4,0,0,5.0,-70.0,
OO,HOB,IAH,0,1,0,0,1,1,0,231.0,231.0,0.0
WN,HOU,SJU,1,1,0,1,1,1,0,-2.0,2.0,
NK,ORD,IAH,0,0,1,1,3,0,0,-25.0,-18.0,
AA,ORD,IAH,0,0,1,1,3,2,0,-2.0,4.0,
AA,ORD,MSP,0,1,0,0,2,0,0,2.0,-16.0,
NK,MSY,LAS,0,1,1,0,4,2,0,34.0,6.0,0.0
MQ,SAT,DFW,1,1,1,0,1,1,0,8.0,22.0,0.0
9E,BHM,DTW,0,0,0,0,3,1,0,58.0,38.0,0.0
WN,MDW,DCA,0,1,0,1,2,0,0,4.0,-7.0,
NK,FLL,PNS,0,0,0,1,4,1,0,19.0,-31.0,
OO,CVG,AUS,0,1,0,0,3,0,0,-21.0,-37.0,
